January 2018 ASP NDC - HCPCS Crosswalk for Medicare Part B Drugs,,,,,,,,,
"     Effective January 1, 2018 through March 31, 2018",,,,,,,,,
,,,,,,,,,
Note 1: This crosswalk is based on published drug and biological pricing data and information submitted to CMS by manufacturers. The information is intended to support ASP-based ,,,,,,,,,
Medicare Part B payments only. ,,,,,,,,,
Note 2: Please submit comments on the crosswalk to e-mail address: sec303aspdata@cms.hhs.gov. ,,,,,,,,,
,,,,,,,,,
_2018_CODE,Short Description,LABELER NAME,NDC2,Drug Name,HCPCS dosage,PKG SIZE,PKG QTY,BILLUNITS,BILLUNITSPKG
J8501,Oral aprepitant,Merck Sharp & Dohme Corp.,00006-0464-10,Emend,5 MG,1,1,8,8
J8501,Oral aprepitant,MERCK SHARP & DOHME CORP.,00006-3066-03,EMEND,5 MG,1,1,25,25
J8501,Oral aprepitant,Merck Sharp & Dohme Corp.,00006-3862-03,Emend Tri-Fold,5 MG,1,3,57,57
J8501,Oral aprepitant,"Sandoz, Inc.",00781-2321-06,APREPITANT,5 MG,1,1,8,8
J8501,Oral aprepitant,"Sandoz, Inc.",00781-2321-51,APREPITANT,5 MG,1,5,8,40
J8501,Oral aprepitant,SANDOZ,00781-2322-46,APREPITANT (Bi fold),5 MG,1,2,16,32
J8501,Oral aprepitant,SANDOZ,00781-2322-68,APREPITANT,5 MG,1,6,16,96
J8501,Oral aprepitant,SANDOZ,00781-2323-68,APREPITANT,5 MG,1,6,25,150
J8501,Oral aprepitant,SANDOZ,00781-4063-36,APREPITANT (tri-fold),5 MG,1,3,57,57
J8510,Oral busulfan,Aspen,76388-0713-25,Myleran,2 MG,1,25,1,25
J8520,"Capecitabine, oral, 150 mg","Genentech, Inc.",00004-1100-20,Xeloda,150 MG,60,1,60,60
J8520,"Capecitabine, oral, 150 mg",WEST-WARD,00054-0271-21,CAPECITABINE,150 MG,60,1,60,60
J8520,"Capecitabine, oral, 150 mg","TEVA PHARMACEUTICALS USA, INC.",00093-7473-06,CAPECITABINE,150 MG,60,1,60,60
J8520,"Capecitabine, oral, 150 mg","Mylan Pharmaceuticals, Inc",00378-2511-91,CAPECITABINE,150 MG,60,1,60,60
J8520,"Capecitabine, oral, 150 mg",NorthStar Rx LLC,16714-0467-01,CAPECITABINE,150 MG,60,1,60,60
J8520,"Capecitabine, oral, 150 mg",Accord Healthcare Inc.,16729-0072-12,CAPECITABINE,150 MG,60,1,60,60
J8520,"Capecitabine, oral, 150 mg","Amneal Pharmaceuticals, LLC",65162-0843-06,CAPECITABINE,150 MG,60,1,60,60
J8521,"Capecitabine, oral, 500 mg","Genentech, Inc.",00004-1101-50,Xeloda,500 MG,120,1,120,120
J8521,"Capecitabine, oral, 500 mg",WEST-WARD,00054-0272-23,CAPECITABINE,500 MG,120,1,120,120
J8521,"Capecitabine, oral, 500 mg","TEVA PHARMACEUTICALS USA, INC.",00093-7474-89,CAPECITABINE,500 MG,120,1,120,120
J8521,"Capecitabine, oral, 500 mg","Mylan Pharmaceuticals, Inc",00378-2512-78,CAPECITABINE,500 MG,120,1,120,120
J8521,"Capecitabine, oral, 500 mg",NorthStar Rx LLC,16714-0468-01,CAPECITABINE,500 MG,120,1,120,120
J8521,"Capecitabine, oral, 500 mg",Accord Healthcare Inc.,16729-0073-29,CAPECITABINE,500 MG,120,1,120,120
J8521,"Capecitabine, oral, 500 mg",Mylan Institutional,51079-0510-05,CAPECITABINE,500 MG,20,1,20,20
J8521,"Capecitabine, oral, 500 mg",American Health Packaging,60687-0149-94,CAPECITABINE,500 MG,20,1,20,20
J8521,"Capecitabine, oral, 500 mg","Amneal Pharmaceuticals, LLC",65162-0844-16,CAPECITABINE,500 MG,120,1,120,120
J8530,Cyclophosphamide oral 25 mg,Roxane Laboratories,00054-0382-25,Cyclophosphamide,25 MG,100,1,100,100
J8530,Cyclophosphamide oral 25 mg,Roxane Laboratories,00054-0383-25,Cyclophosphamide,25 MG,100,1,200,200
J8540,Oral dexamethasone,A-S Medication Solutions,54569-5729-00,DEXAMETHASONE,0.25 MG,28,1,448,448
J8540,Oral dexamethasone,Morton Grove Pharm.,60432-0466-08,DEXAMETHASONE,0.25 MG,237,1,94.8,94.8
J8560,Etoposide oral 50 mg,"Mylan Pharmaceuticals, Inc",00378-3266-94,Etoposide,50 MG,20,1,20,20
J8600,Melphalan oral 2 mg,"ApoPharma USA, Inc.",52609-0001-05,Alkeran,2 MG,50,1,50,50
J8610,Methotrexate oral 2.5 mg,Roxane Laboratories,00054-4550-15,Methotrexate,2.5 MG,36,1,36,36
J8610,Methotrexate oral 2.5 mg,Roxane Laboratories,00054-4550-25,Methotrexate,2.5 MG,100,1,100,100
J8610,Methotrexate oral 2.5 mg,Roxane Laboratories,00054-8550-25,Methotrexate,2.5 MG,100,1,100,100
J8610,Methotrexate oral 2.5 mg,"Mylan Pharmaceuticals, Inc",00378-0014-01,Methotrexate,2.5 MG,100,1,100,100
J8610,Methotrexate oral 2.5 mg,"BARR PHARMACEUTICALS, INC.",00555-0572-02,Methotrexate,2.5 MG,100,1,100,100
J8610,Methotrexate oral 2.5 mg,"BARR PHARMACEUTICALS, INC.",00555-0572-35,Methotrexate,2.5 MG,36,1,36,36
J8610,Methotrexate oral 2.5 mg,Mylan Institutional,51079-0670-05,Methotrexate,2.5 MG,20,1,20,20
J8610,Methotrexate oral 2.5 mg,"DURAMED PHARMACEUTICALS, INC.",51285-0366-01,TREXALL,2.5 MG,30,1,2,60
J8610,Methotrexate oral 2.5 mg,"DURAMED PHARMACEUTICALS, INC.",51285-0367-01,TREXALL,2.5 MG,30,1,90,90
J8610,Methotrexate oral 2.5 mg,"DURAMED PHARMACEUTICALS, INC.",51285-0368-01,TREXALL,2.5 MG,30,1,120,120
J8610,Methotrexate oral 2.5 mg,"DURAMED PHARMACEUTICALS, INC.",51285-0369-01,TREXALL,2.5 MG,30,1,180,180
J8610,Methotrexate oral 2.5 mg,A-S Medication Solutions,54569-1818-09,Methotrexate,2.5 MG,36,1,36,36
J8610,Methotrexate oral 2.5 mg,Par Pharmaceutical,67253-0320-10,METHOTREXATE,2.5 MG,100,1,100,100
J8610,Methotrexate oral 2.5 mg,Par Pharmaceutical,67253-0320-36,Methotrexate,2.5 MG,36,1,36,36
J8610,Methotrexate oral 2.5 mg,Par Pharmaceutical,67253-0580-42,Rheumatrex,2.5 MG,8,1,8,8
J8610,Methotrexate oral 2.5 mg,Par Pharmaceutical,67253-0580-43,Rheumatrex,2.5 MG,12,1,12,12
J8610,Methotrexate oral 2.5 mg,Par Pharmaceutical,67253-0580-44,Rheumatrex,2.5 MG,16,1,16,16
J8610,Methotrexate oral 2.5 mg,Par Pharmaceutical,67253-0580-45,Rheumatrex,2.5 MG,20,1,20,20
J8610,Methotrexate oral 2.5 mg,Par Pharmaceutical,67253-0580-46,Rheumatrex,2.5 MG,24,1,24,24
J8655,Netupitant palonosetron oral,Eisai INC.,62856-0796-01,Akynzeo,300 MG/0.5 MG,1,1,1,1
J8655,Netupitant palonosetron oral,Helsinn Therapeutics,69639-0101-01,Akynzeo,300 MG/0.5 MG,1,1,1,1
J8700,Temozolomide,Schering Corporation,00085-1366-03,Temodar,5 MG,1,5,20,100
J8700,Temozolomide,Schering Corporation,00085-1366-04,Temodar,5 MG,1,14,20,280
J8700,Temozolomide,Schering Corporation,00085-1417-02,Temodar,5 MG,1,5,50,250
J8700,Temozolomide,Schering Corporation,00085-1425-03,Temodar,5 MG,1,5,28,140
J8700,Temozolomide,Schering Corporation,00085-1425-04,Temodar,5 MG,1,14,28,392
J8700,Temozolomide,Schering Corporation,00085-1430-03,Temodar,5 MG,1,5,36,180
J8700,Temozolomide,Schering Corporation,00085-1430-04,Temodar,5 MG,1,14,36,504
J8700,Temozolomide,Schering Corporation,00085-1519-03,Temodar,5 MG,1,5,4,20
J8700,Temozolomide,Schering Corporation,00085-1519-04,Temodar,5 MG,1,14,4,56
J8700,Temozolomide,Schering Corporation,00085-3004-03,Temodar,5 MG,1,5,1,5
J8700,Temozolomide,Schering Corporation,00085-3004-04,Temodar,5 MG,1,14,1,14
J8700,Temozolomide,"TEVA PHARMACEUTICALS USA, INC.",00093-7599-41,TEMOZOLOMIDE,5 MG,1,14,1,14
J8700,Temozolomide,"TEVA PHARMACEUTICALS USA, INC.",00093-7599-57,TEMOZOLOMIDE,5 MG,1,5,1,5
J8700,Temozolomide,"TEVA PHARMACEUTICALS USA, INC.",00093-7600-41,TEMOZOLOMIDE,5 MG,1,14,4,56
J8700,Temozolomide,"TEVA PHARMACEUTICALS USA, INC.",00093-7600-57,TEMOZOLOMIDE,5 MG,1,5,4,20
J8700,Temozolomide,"TEVA PHARMACEUTICALS USA, INC.",00093-7601-41,TEMOZOLOMIDE,5 MG,1,14,20,280
J8700,Temozolomide,"TEVA PHARMACEUTICALS USA, INC.",00093-7601-57,TEMOZOLOMIDE,5 MG,1,5,20,100
J8700,Temozolomide,"TEVA PHARMACEUTICALS USA, INC.",00093-7602-57,TEMOZOLOMIDE,5 MG,1,5,50,250
J8700,Temozolomide,"TEVA PHARMACEUTICALS USA, INC.",00093-7638-41,TEMOZOLOMIDE,5 MG,1,14,28,392
J8700,Temozolomide,"TEVA PHARMACEUTICALS USA, INC.",00093-7638-57,TEMOZOLOMIDE,5 MG,1,5,28,140
J8700,Temozolomide,"TEVA PHARMACEUTICALS USA, INC.",00093-7639-41,TEMOZOLOMIDE,5 MG,1,14,36,504
J8700,Temozolomide,"TEVA PHARMACEUTICALS USA, INC.",00093-7639-57,TEMOZOLOMIDE,5 MG,1,5,36,180
J8700,Temozolomide,MYLAN,00378-5260-14,TEMOZOLOMIDE,5 MG,1,14,1,14
J8700,Temozolomide,"Mylan Pharmaceuticals, Inc",00378-5260-98,TEMOZOLOMIDE,5 MG,1,5,1,5
J8700,Temozolomide,MYLAN,00378-5261-14,TEMOZOLOMIDE,5 MG,1,14,4,56
J8700,Temozolomide,"Mylan Pharmaceuticals, Inc",00378-5261-98,TEMOZOLOMIDE,5 MG,1,5,4,20
J8700,Temozolomide,MYLAN,00378-5262-14,TEMOZOLOMIDE,5 MG,1,14,20,280
J8700,Temozolomide,"Mylan Pharmaceuticals, Inc",00378-5262-98,TEMOZOLOMIDE,5 MG,1,5,20,100
J8700,Temozolomide,MYLAN,00378-5263-14,TEMOZOLOMIDE,5 MG,1,14,28,392
J8700,Temozolomide,"Mylan Pharmaceuticals, Inc",00378-5263-98,TEMOZOLOMIDE,5 MG,1,5,28,140
J8700,Temozolomide,MYLAN,00378-5264-14,TEMOZOLOMIDE,5 MG,1,14,36,504
J8700,Temozolomide,MYLAN,00378-5264-98,TEMOZOLOMIDE,5 MG,1,5,36,180
J8700,Temozolomide,MYLAN,00378-5265-98,TEMOZOLOMIDE,5 MG,1,5,50,250
J8700,Temozolomide,"Sandoz, Inc.",00781-2691-44,TEMOZOLOMIDE,5 MG,1,14,1,14
J8700,Temozolomide,"Sandoz, Inc.",00781-2691-75,TEMOZOLOMIDE,5 MG,1,5,1,5
J8700,Temozolomide,"Sandoz, Inc.",00781-2692-44,TEMOZOLOMIDE,5 MG,1,14,4,56
J8700,Temozolomide,"Sandoz, Inc.",00781-2692-75,TEMOZOLOMIDE,5 MG,1,5,4,20
J8700,Temozolomide,"Sandoz, Inc.",00781-2693-44,TEMOZOLOMIDE,5 MG,1,14,20,280
J8700,Temozolomide,"Sandoz, Inc.",00781-2693-75,TEMOZOLOMIDE,5 MG,1,5,20,100
J8700,Temozolomide,"Sandoz, Inc.",00781-2694-44,TEMOZOLOMIDE,5 MG,1,14,28,392
J8700,Temozolomide,"Sandoz, Inc.",00781-2694-75,TEMOZOLOMIDE,5 MG,1,5,28,140
J8700,Temozolomide,"Sandoz, Inc.",00781-2695-44,TEMOZOLOMIDE,5 MG,1,14,36,504
J8700,Temozolomide,"Sandoz, Inc.",00781-2695-75,TEMOZOLOMIDE,5 MG,1,5,36,180
J8700,Temozolomide,"Sandoz, Inc.",00781-2696-75,TEMOZOLOMIDE,5 MG,1,5,50,250
J8700,Temozolomide,"AMERIGEN PHARMACEUTICALS, INC.",43975-0252-05,TEMOZOLOMIDE,5 MG,1,5,1,5
J8700,Temozolomide,"AMERIGEN PHARMACEUTICALS, INC.",43975-0252-14,TEMOZOLOMIDE,5 MG,1,14,1,14
J8700,Temozolomide,"AMERIGEN PHARMACEUTICALS, INC.",43975-0253-05,TEMOZOLOMIDE,5 MG,1,5,4,20
J8700,Temozolomide,"AMERIGEN PHARMACEUTICALS, INC.",43975-0253-14,TEMOZOLOMIDE,5 MG,1,14,4,56
J8700,Temozolomide,"AMERIGEN PHARMACEUTICALS, INC.",43975-0254-05,TEMOZOLOMIDE,5 MG,1,5,20,100
J8700,Temozolomide,"AMERIGEN PHARMACEUTICALS, INC.",43975-0254-14,TEMOZOLOMIDE,5 MG,1,14,20,280
J8700,Temozolomide,"AMERIGEN PHARMACEUTICALS, INC.",43975-0255-05,TEMOZOLOMIDE,5 MG,1,5,28,140
J8700,Temozolomide,"AMERIGEN PHARMACEUTICALS, INC.",43975-0255-14,TEMOZOLOMIDE,5 MG,1,14,28,392
J8700,Temozolomide,"AMERIGEN PHARMACEUTICALS, INC.",43975-0256-05,TEMOZOLOMIDE,5 MG,1,5,36,180
J8700,Temozolomide,"AMERIGEN PHARMACEUTICALS, INC.",43975-0256-14,TEMOZOLOMIDE,5 MG,1,14,36,504
J8700,Temozolomide,"AMERIGEN PHARMACEUTICALS, INC.",43975-0257-05,TEMOZOLOMIDE,5 MG,1,5,50,250
J8700,Temozolomide,Sun Pharmaceutical Global Fze.,47335-0890-21,TEMOZOLOMIDE,5 MG,1,14,1,14
J8700,Temozolomide,Sun Pharmaceutical Global Fze.,47335-0890-80,TEMOZOLOMIDE,5 MG,1,5,1,5
J8700,Temozolomide,Sun Pharmaceutical Global Fze.,47335-0891-21,TEMOZOLOMIDE,5 MG,1,14,4,56
J8700,Temozolomide,Sun Pharmaceutical Global Fze.,47335-0891-80,TEMOZOLOMIDE,5 MG,1,5,4,20
J8700,Temozolomide,Sun Pharmaceutical Global Fze.,47335-0892-21,TEMOZOLOMIDE,5 MG,1,14,20,280
J8700,Temozolomide,Sun Pharmaceutical Global Fze.,47335-0892-80,TEMOZOLOMIDE,5 MG,1,5,20,100
J8700,Temozolomide,Sun Pharmaceutical Global Fze.,47335-0893-80,TEMOZOLOMIDE,5 MG,1,5,50,250
J8700,Temozolomide,Sun Pharmaceutical Global Fze.,47335-0929-21,TEMOZOLOMIDE,5 MG,1,14,28,392
J8700,Temozolomide,Sun Pharmaceutical Global Fze.,47335-0929-80,TEMOZOLOMIDE,5 MG,1,5,28,140
J8700,Temozolomide,Sun Pharmaceutical Global Fze.,47335-0930-21,TEMOZOLOMIDE,5 MG,1,14,36,504
J8700,Temozolomide,Sun Pharmaceutical Global Fze.,47335-0930-80,TEMOZOLOMIDE,5 MG,1,5,36,180
J8700,Temozolomide,"Amneal Pharmaceuticals, LLC",65162-0801-14,TEMOZOLOMIDE,5 MG,1,14,1,14
J8700,Temozolomide,"Amneal Pharmaceuticals, LLC",65162-0801-51,TEMOZOLOMIDE,5 MG,1,5,1,5
J8700,Temozolomide,"Amneal Pharmaceuticals, LLC",65162-0802-14,TEMOZOLOMIDE,5 MG,1,14,4,56
J8700,Temozolomide,"Amneal Pharmaceuticals, LLC",65162-0802-51,TEMOZOLOMIDE,5 MG,1,5,4,20
J8700,Temozolomide,"Amneal Pharmaceuticals, LLC",65162-0803-14,TEMOZOLOMIDE,5 MG,1,14,20,280
J8700,Temozolomide,"Amneal Pharmaceuticals, LLC",65162-0803-51,TEMOZOLOMIDE,5 MG,1,5,20,100
J8700,Temozolomide,"Amneal Pharmaceuticals, LLC",65162-0804-14,TEMOZOLOMIDE,5 MG,1,14,28,392
J8700,Temozolomide,"Amneal Pharmaceuticals, LLC",65162-0804-51,TEMOZOLOMIDE,5 MG,1,5,28,140
J8700,Temozolomide,"Amneal Pharmaceuticals, LLC",65162-0805-14,TEMOZOLOMIDE,5 MG,1,14,36,504
J8700,Temozolomide,"Amneal Pharmaceuticals, LLC",65162-0805-51,TEMOZOLOMIDE,5 MG,1,5,36,180
J8700,Temozolomide,"Amneal Pharmaceuticals, LLC",65162-0806-51,TEMOZOLOMIDE,5 MG,1,5,50,250
J8705,Topotecan oral,Novartis Pharmaceuticals Corporation,00007-4205-11,"Hycamtin, Oral",0.25 mg,1,10,1,10
J8705,Topotecan oral,Novartis Pharmaceuticals Corporation,00007-4207-11,"Hycamtin, Oral",0.25 mg,1,10,4,40
J8705,Topotecan oral,NOVARTIS PHARMACEUTICALS CORP.,00078-0672-01,"Hycamtin, Oral",0.25 mg,1,10,1,10
J8705,Topotecan oral,Novartis Pharmaceuticals Corporation,00078-0673-01,"Hycamtin, Oral",0.25 mg,1,10,4,40
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-3030-20,Doxorubicin Hcl,10 MG,5,1,1,1
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-3031-20,Doxorubicin Hcl,10 MG,10,1,2,2
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-3032-20,Doxorubicin Hcl,10 MG,25,1,5,5
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-3033-20,Doxorubicin Hcl,10 MG,75,1,15,15
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-3034-20,Doxorubicin Hcl,10 MG,100,1,20,20
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-4004-05,Doxorubicin Hcl,10 MG,5,1,1,1
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-4015-10,Doxorubicin Hcl,10 MG,10,1,2,2
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-4026-25,Doxorubicin Hcl,10 MG,25,1,5,5
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-4030-01,Doxorubicin Hcl,10 MG,5,1,1,1
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-4031-01,Doxorubicin Hcl,10 MG,10,1,2,2
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-4032-01,Doxorubicin Hcl,10 MG,25,1,5,5
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-4033-01,Doxorubicin Hcl,10 MG,75,1,15,15
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-4034-01,Doxorubicin Hcl,10 MG,100,1,20,20
J9000,Doxorubicin hcl injection,PFIZER INC.,00069-4037-01,Doxorubicin Hcl,10 MG,100,1,20,20
J9000,Doxorubicin hcl injection,WEST-WARD PHARMACEUTICAL CORP.,00143-9546-01,Adriamycin,10 MG,100,1,20,20
J9000,Doxorubicin hcl injection,WEST-WARD PHARMACEUTICAL CORP.,00143-9547-01,Adriamycin,10 MG,25,1,5,5
J9000,Doxorubicin hcl injection,WEST-WARD PHARMACEUTICAL CORP.,00143-9548-10,Adriamycin,10 MG,10,10,2,20
J9000,Doxorubicin hcl injection,WEST-WARD PHARMACEUTICAL CORP.,00143-9549-10,Adriamycin,10 MG,5,10,1,10
J9000,Doxorubicin hcl injection,"SICOR PHARMACEUTICALS, INC.",00703-5040-01,Doxorubicin Hcl,10 MG,100,1,20,20
J9000,Doxorubicin hcl injection,"SICOR PHARMACEUTICALS, INC.",00703-5043-03,Doxorubicin Hcl,10 MG,5,10,1,10
J9000,Doxorubicin hcl injection,"SICOR PHARMACEUTICALS, INC.",00703-5046-01,Doxorubicin Hcl,10 MG,25,1,5,5
J9000,Doxorubicin hcl injection,Sagent Pharmaceuticals Inc,25021-0207-05,Doxorubicin Hcl,10 MG,5,10,1,10
J9000,Doxorubicin hcl injection,Sagent Pharmaceuticals Inc,25021-0207-25,Doxorubicin Hcl,10 MG,25,1,5,5
J9000,Doxorubicin hcl injection,Sagent Pharmaceuticals Inc,25021-0207-51,Doxorubicin Hcl,10 MG,100,1,20,20
J9000,Doxorubicin hcl injection,Actavis Inc.,45963-0733-55,Doxorubicin Hcl,10 MG,5,1,1,1
J9000,Doxorubicin hcl injection,Actavis Inc.,45963-0733-57,Doxorubicin Hcl,10 MG,10,1,2,2
J9000,Doxorubicin hcl injection,Actavis Inc.,45963-0733-60,Doxorubicin Hcl,10 MG,100,1,20,20
J9000,Doxorubicin hcl injection,Actavis Inc.,45963-0733-68,Doxorubicin Hcl,10 MG,25,1,5,5
J9000,Doxorubicin hcl injection,"Sun Pharmaceutical Industries, Ltd.",62756-0826-40,Doxorubicin Hcl,10 MG,25,1,5,5
J9000,Doxorubicin hcl injection,"Sun Pharmaceutical Industries, Ltd.",62756-0827-40,Doxorubicin Hcl,10 MG,100,1,20,20
J9000,Doxorubicin hcl injection,Fresenius Kabi USA LLC,63323-0101-61,Doxorubicin Hcl,10 MG,100,1,20,20
J9000,Doxorubicin hcl injection,Fresenius Kabi USA LLC,63323-0883-05,Doxorubicin Hcl,10 MG,5,1,1,1
J9000,Doxorubicin hcl injection,Fresenius Kabi USA LLC,63323-0883-10,Doxorubicin Hcl,10 MG,10,1,2,2
J9000,Doxorubicin hcl injection,Fresenius Kabi USA LLC,63323-0883-30,Doxorubicin Hcl,10 MG,25,1,5,5
J9000,Doxorubicin hcl injection,Mylan Institutional,67457-0393-54,Doxorubicin Hcl,10 MG,5,10,1,10
J9000,Doxorubicin hcl injection,Mylan Institutional,67457-0394-10,Doxorubicin Hcl,10 MG,10,10,2,20
J9000,Doxorubicin hcl injection,Mylan Institutional,67457-0395-25,Doxorubicin Hcl,10 MG,25,1,5,5
J9000,Doxorubicin hcl injection,Mylan Institutional,67457-0396-10,Doxorubicin Hcl,10 MG,100,1,20,20
J9000,Doxorubicin hcl injection,Mylan Institutional,67457-0436-50,DOXORUBICIN HCL (LYO),10 MG,1,1,5,5
J9000,Doxorubicin hcl injection,Mylan Institutional,67457-0478-10,Doxorubicin Hcl,10 MG,1,1,1,1
J9017,Arsenic trioxide injection,CEPHALON INC.,63459-0600-10,Trisenox,1 MG,10,10,10,100
J9019,Erwinaze injection,"Jazz Pharmaceuticals, Inc.",57902-0249-05,ERWINAZE,"1,000 IU",1,5,10,50
J9022,"Inj, atezolizumab,10 mg","Genentech, Inc.",50242-0917-01,TECENTRIQ (atezolizumab),10mg,20,1,120,120
J9023,"Injection, avelumab, 10 mg",SERONO,44087-3535-01,BAVENCIO,10 MG,10,1,20,20
J9025,Azacitidine injection,ACTAVIS PHARMA,00591-2897-49,Azacitidine,1 MG,1,1,100,100
J9025,Azacitidine injection,"Sandoz, Inc.",00781-3253-94,Azacitidine,1 MG,1,1,100,100
J9025,Azacitidine injection,"Sandoz, Inc.",00781-9253-94,Azacitidine,1 MG,1,1,100,100
J9025,Azacitidine injection,"Dr. Reddy's Laboratories, Inc.",43598-0305-62,Azacitidine,1 MG,1,1,100,100
J9025,Azacitidine injection,"Dr. Reddy's Laboratories, Inc.",43598-0465-62,Azacitidine,1 MG,1,1,100,100
J9025,Azacitidine injection,BRECKENRIDGE,51991-0797-98,Azacitidine,1 MG,1,1,100,100
J9025,Azacitidine injection,Celgene Corporation,59572-0102-01,Azacitidine (Vidaza),1 MG,1,1,100,100
J9025,Azacitidine injection,"FRESENIUS KABI USA, LLC",63323-0771-39,Azacitidine,1 MG,1,1,100,100
J9025,Azacitidine injection,Mylan Institutional,67457-0254-30,Azacitidine,1 MG,1,1,100,100
J9025,Azacitidine injection,BLUEPOINT LABORATORIES,68001-0313-56,Azacitidine,1 MG,1,1,100,100
J9027,Clofarabine injection,SANOFI-AVENTIS,00024-5860-01,Clolar,1 MG,20,1,20,20
J9027,Clofarabine injection,"WINTHROP, US",00955-1746-01,Clofarabine,1 MG,20,1,20,20
J9027,Clofarabine injection,"FRESENIUS KABI USA, LLC",63323-0572-70,Clofarabine,1 MG,20,1,20,20
J9031,Bcg live intravesical vac,"Organon USA, Inc.",00052-0602-02,Tice Bcg,1 EA,1,1,1,1
J9031,Bcg live intravesical vac,"Organon USA, Inc.",00052-0603-02,Tice Bcg,1 EA,1,1,1,1
J9032,"Injection, belinostat, 10mg",Spectrum Pharmaceuticals,68152-0108-09,Beleodaq,10 MG,1,1,50,50
J9033,"Inj., treanda 1 mg",CEPHALON INC.,63459-0390-08,TREANDA,1 MG,1,1,25,25
J9033,"Inj., treanda 1 mg",CEPHALON INC.,63459-0391-20,TREANDA,1 MG,1,1,100,100
J9033,"Inj., treanda 1 mg",CEPHALON INC.,63459-0395-02,TREANDA,1 MG,0.5,1,45,45
J9033,"Inj., treanda 1 mg",CEPHALON INC.,63459-0396-02,TREANDA,1 MG,2,1,180,180
J9034,"Inj., bendeka 1 mg",CEPHALON INC.,63459-0348-04,BENDEKA,1 MG,4,1,100,100
J9035,Bevacizumab injection,"Genentech, Inc.",50242-0060-01,Avastin,10 MG,4,1,10,10
J9035,Bevacizumab injection,"Genentech, Inc.",50242-0061-01,Avastin,10 MG,16,1,40,40
J9039,"Injection, blinatumomab","Amgen USA, Inc.",55513-0160-01,BLINCYTO,1 MCG,1,1,35,35
J9040,Bleomycin sulfate injection,"SICOR PHARMACEUTICALS, INC.",00703-3154-01,Bleomycin Sulfate,15 UNITS,1,1,1,1
J9040,Bleomycin sulfate injection,"SICOR PHARMACEUTICALS, INC.",00703-3155-01,Bleomycin Sulfate,15 UNITS,1,1,2,2
J9040,Bleomycin sulfate injection,"HOSPIRA, INC",61703-0323-22,Bleomycin Sulfate,15 UNITS,1,1,2,2
J9040,Bleomycin sulfate injection,"HOSPIRA, INC",61703-0332-18,Bleomycin Sulfate,15 UNITS,1,1,1,1
J9040,Bleomycin sulfate injection,Fresenius Kabi USA LLC,63323-0136-10,Bleomycin Sulfate,15 UNITS,1,1,1,1
J9040,Bleomycin sulfate injection,Fresenius Kabi USA LLC,63323-0137-20,Bleomycin,15 UNITS,1,1,1,2
J9040,Bleomycin sulfate injection,AMNEAL BIOSCIENCES,70121-1567-01,BLEO 15K,15 UNITS,1,1,1,1
J9041,Bortezomib injection,Millennium Pharmaceuticals,63020-0049-01,Velcade,0.1 MG,1,1,35,35
J9042,Brentuximab vedotin inj,Seattle Genetics,51144-0050-01,Adcetris,1mg,1,1,50,50
J9043,Cabazitaxel injection,SANOFI-AVENTIS,00024-5824-11,JEVTANA,1 MG,1,1,60,60
J9045,Carboplatin injection,"SICOR PHARMACEUTICALS, INC.",00703-4239-01,Carboplatin,50 MG,60,1,12,12
J9045,Carboplatin injection,"SICOR PHARMACEUTICALS, INC.",00703-4239-81,Carboplatin,50 MG,60,1,12,12
J9045,Carboplatin injection,"SICOR PHARMACEUTICALS, INC.",00703-4244-01,Carboplatin,50 MG,5,1,1,1
J9045,Carboplatin injection,"SICOR PHARMACEUTICALS, INC.",00703-4244-81,Carboplatin,50 MG,5,1,1,1
J9045,Carboplatin injection,"SICOR PHARMACEUTICALS, INC.",00703-4246-01,Carboplatin,50 MG,15,1,3,3
J9045,Carboplatin injection,"SICOR PHARMACEUTICALS, INC.",00703-4246-81,Carboplatin,50 MG,15,1,3,3
J9045,Carboplatin injection,"SICOR PHARMACEUTICALS, INC.",00703-4248-01,Carboplatin,50 MG,45,1,9,9
J9045,Carboplatin injection,"SICOR PHARMACEUTICALS, INC.",00703-4248-81,Carboplatin,50 MG,45,1,9,9
J9045,Carboplatin injection,"ACCORD HEALTHCARE, INC.",16729-0295-31,Carboplatin,50 MG,5,1,1,1
J9045,Carboplatin injection,"ACCORD HEALTHCARE, INC.",16729-0295-33,Carboplatin,50 MG,15,1,3,3
J9045,Carboplatin injection,"ACCORD HEALTHCARE, INC.",16729-0295-34,Carboplatin,50 MG,45,1,9,9
J9045,Carboplatin injection,Sagent Pharmaceuticals Inc,25021-0202-05,Carboplatin,50 MG,5,1,1,1
J9045,Carboplatin injection,Sagent Pharmaceuticals Inc,25021-0202-15,Carboplatin,50 MG,15,1,3,3
